"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
12663,6339,6324,16749,1045,0,745,117,183,15704,172,160,97,89,75,748,748,0,14363,16749,412,745,178,167,338,15894,16749,15867,322,0,0,0,0,160,0,47,0,68,1,29,15,105,89,0,50,39,0,179,15012,15867,882,0,65,507,73,882,16749,1263,1260,13316,12897,6469,6428,99.4,12897,649,12247,1890,2549,2237,968,1891,940,2666,1311,2192,1244,948,76.2,2192,657,224,8473,8276,40.4,97.7,3852,910,6328,98321
469,213,256,644,23,0,23,0,0,621,0,2,0,0,0,7,7,0,612,644,3,6,0,4,0,642,644,637,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,635,637,7,0,3,0,0,7,644,57,39,500,470,214,256,119.6,470,15,467,70,84,102,57,49,36,135,77,111,41,70,170.7,111,25,9,279,365,43.7,130.8,174,24,247,98323
1431,677,754,1737,33,0,5,28,0,1704,0,2,5,2,32,41,41,0,1622,1737,41,2,5,2,65,1691,1737,1668,0,0,0,0,0,2,0,0,2,0,0,0,0,5,2,0,0,2,0,37,1622,1668,69,0,41,0,0,69,1737,36,51,1530,1510,728,782,107.4,1510,61,1460,132,217,131,71,138,350,683,394,450,106,344,324.5,450,43,13,832,905,57.4,108.8,227,100,873,98325
702,385,317,931,255,0,121,134,0,676,119,0,0,0,0,14,14,0,543,931,144,0,0,0,161,696,931,872,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,637,872,59,0,14,0,0,59,931,59,0,739,739,385,354,91.9,739,43,739,196,55,124,106,70,93,182,147,158,89,69,77.5,158,11,0,499,432,39.9,86.6,192,27,453,98326
6943,3554,3389,9974,1624,0,820,252,552,8350,92,879,639,113,46,600,562,38,5981,9974,299,1290,991,280,747,7540,9974,8853,150,39,0,0,0,879,70,43,282,159,156,149,20,716,247,247,0,0,0,243,6618,8853,1121,0,19,325,222,1121,9974,869,611,7613,7327,3810,3517,92.3,7327,427,6987,1752,1587,1375,874,427,638,1344,380,846,371,475,128,846,338,128,5149,4825,34.1,93.7,2647,568,4345,98327
7403,3611,3792,10505,582,19,325,190,48,9923,157,78,141,0,120,826,810,16,8601,10505,364,219,543,122,433,9933,10505,9415,157,0,0,0,0,90,0,22,32,27,0,9,0,149,0,0,0,0,0,176,8843,9415,1090,0,188,129,394,1090,10505,1066,574,7900,7598,3773,3825,101.4,7598,634,7277,901,1486,1521,729,929,425,1811,1032,1517,779,738,94.7,1517,342,143,5130,5375,40.7,104.8,2907,723,4098,98328
8716,4338,4378,11175,557,62,272,185,38,10618,54,147,160,0,10,712,582,130,9535,11175,100,661,229,18,364,10687,11175,10302,54,50,0,0,0,147,0,72,27,9,0,33,6,160,0,0,0,0,0,88,9853,10302,873,0,46,464,69,873,11175,585,765,9147,8878,4414,4464,101.1,8878,656,8595,1379,1340,1161,590,951,1040,2727,1504,2101,1048,1053,100.5,2101,335,262,5348,5827,42.7,109,2297,607,4457,98329
22,11,11,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,22,0,0,22,22,11,11,100,22,0,22,0,22,0,0,0,0,0,0,0,0,0,-,0,0,0,11,11,-,100,0,0,91,98330
4477,2064,2413,5951,987,0,887,100,0,4964,370,101,149,16,0,452,435,17,3876,5951,741,157,255,26,518,5104,5951,5101,407,0,0,0,0,101,0,2,1,0,4,70,24,149,16,7,0,2,7,136,4292,5101,850,33,301,56,68,850,5951,366,357,4807,4658,2133,2525,118.4,4658,273,4418,1104,858,603,354,202,539,1285,585,894,461,433,93.9,894,247,62,2814,3137,36.7,111.5,1293,401,2594,98331
14924,8220,6704,19722,1135,17,964,118,36,18587,103,1176,250,61,31,1193,1193,0,15773,19722,578,2014,373,197,595,17734,19722,18046,108,0,0,0,34,1186,64,113,360,114,138,397,0,276,61,57,0,4,0,284,16131,18046,1676,0,402,677,90,1676,19722,1011,975,16120,15676,8686,6990,80.5,15676,625,15197,2176,2233,2589,1210,1382,1694,5603,2893,4586,2506,2080,83,4586,1202,491,10689,9033,46.6,84.5,4046,1241,7470,98332
2843,1413,1430,3534,153,12,52,41,48,3381,26,37,0,0,14,142,112,30,3162,3534,105,82,0,0,73,3449,3534,3359,34,0,0,0,0,37,0,10,10,14,3,0,0,0,0,0,0,0,0,14,3274,3359,175,0,71,45,0,175,3534,228,179,2936,2857,1413,1444,102.2,2857,145,2755,290,417,574,163,188,337,980,514,849,406,443,109.1,849,296,39,1742,1792,48.3,102.9,677,164,1519,98333
21140,11082,10058,28128,1958,150,1058,675,75,26170,146,765,149,109,194,2262,2040,222,22545,28128,878,2023,820,304,1206,26174,28128,25160,237,33,0,0,8,845,32,191,113,129,147,125,108,149,109,79,4,25,1,290,23530,25160,2968,31,519,876,256,2968,28128,1633,1767,22228,21558,11373,10185,89.6,21558,1482,20749,2403,3431,3813,2049,1541,2061,7505,3825,6254,3705,2549,68.8,6254,1748,681,14560,13568,44.2,93.2,6570,1694,11336,98335
499,273,226,693,0,0,0,0,0,693,34,0,0,0,0,27,27,0,632,693,42,0,19,0,0,659,693,666,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,666,27,0,8,0,19,27,693,78,19,518,499,273,226,82.8,499,9,490,133,36,78,75,11,25,216,179,207,92,115,125,207,20,8,332,361,39,108.7,194,22,257,98336
7507,3078,4429,8582,877,3,623,199,52,7705,102,545,324,24,0,630,619,11,6080,8582,320,809,558,47,427,7216,8582,7787,150,0,0,37,0,545,0,0,431,0,58,56,0,324,24,23,0,0,1,274,6470,7787,795,0,170,237,202,795,8582,181,277,7821,7758,3250,4508,138.7,7758,1774,7079,2219,1042,864,196,356,637,1138,544,714,414,300,72.5,714,56,114,3603,4979,31.9,138.2,824,322,3858,98337
23192,10795,12397,31996,3757,0,1858,1807,92,28239,293,987,1083,176,101,2093,1784,309,23506,31996,1132,2073,1926,343,2153,28422,31996,28378,374,9,11,36,0,1144,10,96,518,62,126,252,80,1124,184,0,8,176,0,637,24915,28378,3618,30,421,827,402,3618,31996,2337,2194,24642,23711,11078,12633,114,23711,1549,22623,3947,4225,4453,2471,1922,2683,5649,2463,4098,1989,2109,106,4098,1198,437,15073,16923,38.5,112.3,8285,2117,11251,98338
2821,1409,1412,3304,201,0,143,58,0,3103,13,51,8,4,3,413,413,0,2611,3304,326,63,110,4,161,3151,3304,2886,13,13,0,0,0,51,16,0,26,9,0,0,0,8,4,4,0,0,0,68,2742,2886,418,0,313,3,0,418,3304,139,74,2893,2850,1432,1418,99,2850,121,2831,500,434,222,118,349,314,1065,453,895,514,381,74.1,895,343,99,1645,1659,49.7,100.9,454,138,1598,98339
2763,1386,1377,3017,107,0,17,68,22,2910,6,55,0,0,0,98,98,0,2751,3017,83,93,0,11,39,2889,3017,2919,34,0,0,0,6,55,0,0,0,41,14,0,0,0,0,0,0,0,0,39,2791,2919,98,0,49,38,0,98,3017,41,81,2914,2872,1495,1377,92.1,2872,22,2833,105,126,178,50,318,170,1990,1165,1914,1016,898,88.4,1914,530,219,1585,1432,68.6,90.3,145,12,1868,98340
1109,578,531,1331,22,0,10,8,4,1309,49,22,13,7,3,64,52,12,1151,1331,75,56,18,9,17,1227,1331,1260,49,0,0,1,0,22,4,0,5,4,2,7,0,15,7,0,0,0,7,3,1164,1260,71,3,18,29,0,71,1331,69,73,1160,1122,580,542,93.4,1122,58,1085,126,109,166,40,97,152,484,253,393,224,169,75.4,393,95,45,668,663,53.7,99.3,209,48,781,98342
247,88,159,270,0,0,0,0,0,270,0,0,0,0,0,0,0,0,270,270,0,0,0,0,0,270,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,0,0,0,270,0,0,247,247,88,159,180.7,247,49,247,41,10,0,23,46,41,77,36,60,25,35,140,60,0,24,88,182,57.2,206.8,23,0,216,98345
7731,4152,3579,9371,424,0,291,84,49,8947,481,224,34,8,2,579,565,14,7619,9371,743,559,76,18,250,8418,9371,8704,513,7,1,3,0,224,0,146,72,0,1,3,2,34,13,6,0,7,0,161,7759,8704,667,2,203,325,39,667,9371,430,478,8065,7892,4233,3659,86.4,7892,504,7613,782,1096,1081,406,724,959,3132,1635,2563,1346,1217,90.4,2563,678,250,4965,4406,52.2,88.7,1479,348,4294,98346
4017,1988,2029,5272,403,27,298,77,1,4869,0,172,0,5,46,460,417,43,4186,5272,257,251,64,23,181,5041,5272,4727,0,0,0,0,0,172,0,1,123,0,0,48,0,0,5,0,5,0,0,53,4497,4727,545,1,256,79,63,545,5272,367,63,4260,4238,2209,2029,91.9,4238,123,4215,1275,447,365,390,456,360,1481,680,1189,498,691,138.8,1189,440,69,2720,2552,38.5,93.8,1034,237,2856,98349
225,129,96,336,29,0,28,1,0,307,266,0,2,1,0,15,15,0,23,336,309,0,5,5,3,32,336,318,291,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,24,318,18,3,8,0,0,18,336,48,23,235,225,129,96,74.4,225,14,212,50,32,37,32,14,10,67,19,59,49,10,20.4,59,40,0,174,162,31.6,93.1,111,17,107,98350
1147,521,626,1375,10,0,10,0,0,1365,0,17,37,0,16,213,213,0,1082,1375,213,31,37,0,26,1291,1375,1152,0,0,0,0,0,17,0,0,17,0,0,0,0,37,0,0,0,0,0,16,1082,1152,223,0,199,0,0,223,1375,41,24,1204,1180,538,642,119.3,1180,0,1180,141,88,161,65,92,187,615,444,511,178,333,187.1,511,67,0,603,772,60.3,128,195,65,868,98351
17,0,17,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,17,0,0,17,17,0,17,-,17,0,17,17,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,17,-,-,0,0,17,98353
6213,3030,3183,8185,801,0,682,21,98,7384,35,572,123,63,0,563,499,64,6028,8185,265,800,232,63,349,7241,8185,7420,86,7,0,0,0,572,80,7,170,101,97,117,0,123,63,63,0,0,0,83,6493,7420,765,0,179,227,92,765,8185,495,415,6568,6458,3147,3311,105.2,6458,337,6234,1572,1170,885,484,458,611,1596,624,1231,740,491,66.4,1231,302,305,4095,4090,37.3,99.9,1727,527,3378,98354
479,224,255,792,135,60,36,0,39,657,0,42,0,0,0,141,141,0,474,792,73,124,42,62,0,632,792,651,36,0,0,36,0,124,28,42,0,0,0,0,54,0,0,0,0,0,0,0,491,651,141,0,37,0,42,141,792,62,84,479,479,224,255,113.8,479,42,456,29,184,19,122,0,43,182,126,139,70,69,98.6,139,0,13,349,443,31.6,126.9,313,68,440,98355
1846,906,940,2350,244,14,222,8,0,2106,9,0,0,0,0,175,163,12,1922,2350,176,31,9,0,169,2275,2350,2046,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1974,2046,304,3,158,31,0,304,2350,130,55,1937,1917,924,993,107.5,1917,128,1893,254,242,209,135,143,295,801,451,639,329,310,94.2,639,126,62,1113,1237,50.3,111.1,433,120,1061,98356
1117,568,549,1547,148,0,113,0,35,1399,1103,0,0,0,0,128,128,0,168,1547,1301,0,0,0,31,403,1547,1359,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,215,1359,188,0,162,0,0,188,1547,89,128,1168,1117,568,549,96.7,1117,179,986,147,154,181,135,89,122,283,156,187,118,69,58.5,187,31,0,793,754,30.3,95.1,430,136,591,98357
786,366,420,924,0,0,0,0,0,924,6,0,0,0,0,0,0,0,918,924,6,0,0,0,0,918,924,924,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,924,0,0,0,0,0,0,924,49,30,803,795,375,420,112,795,16,788,44,64,153,36,142,87,355,214,287,137,150,109.5,287,55,18,430,494,58.3,114.9,129,16,628,98358
3792,1745,2047,4991,181,0,115,66,0,4810,164,37,31,28,0,155,140,15,4395,4991,228,112,48,28,15,4731,4991,4826,164,0,0,13,28,37,0,7,2,0,25,0,3,31,28,15,13,0,0,0,4566,4826,165,0,58,69,17,165,4991,329,218,3905,3835,1770,2065,116.7,3835,148,3720,400,707,682,422,412,422,1353,839,1015,455,560,123.1,1015,159,17,2372,2619,45.9,110.4,1156,236,1921,98359
10828,5390,5438,14591,1028,17,803,129,79,13563,131,264,41,12,0,884,877,7,12231,14591,506,726,244,239,178,13767,14591,13600,250,0,0,0,0,264,0,0,136,8,0,57,63,74,12,12,0,0,0,117,12883,13600,991,0,224,313,134,991,14591,924,878,11430,11187,5611,5576,99.4,11187,644,10703,2226,2097,2313,1077,604,998,2462,1276,1949,983,966,98.3,1949,531,142,7394,7197,38.3,97.3,3404,881,5259,98360
469,240,229,469,13,0,13,0,0,456,0,0,0,0,0,27,0,27,429,469,0,0,13,0,40,469,469,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,429,40,0,0,0,0,40,469,0,0,469,469,240,229,95.4,469,0,469,28,54,0,0,85,70,262,132,232,121,111,91.7,232,100,0,240,229,64.6,95.4,0,0,1442,98361
19623,9677,9946,24462,1941,0,1257,619,65,22521,354,335,198,0,84,1192,1030,162,20358,24462,892,697,449,34,1174,22855,24462,22895,354,0,0,0,45,352,27,48,128,49,35,20,45,198,0,0,0,0,0,606,21385,22895,1567,0,500,322,147,1567,24462,1070,1001,20554,20042,9970,10072,101,20042,1240,19519,2780,2975,2559,1260,1961,1824,7663,3906,6427,3447,2980,86.5,6427,1996,525,12072,12390,47,102.6,4420,1365,11739,98362
11366,5696,5670,14245,696,10,516,91,79,13549,887,128,103,5,5,882,800,82,11539,14245,1648,290,227,6,246,12875,14245,13226,968,3,0,58,0,128,10,11,49,0,44,14,0,150,5,5,0,0,0,97,11878,13226,1019,15,630,157,34,1019,14245,818,1002,11944,11559,5751,5808,101,11559,519,10962,1663,1830,1679,781,1115,1308,3785,2004,3038,1549,1489,96.1,3038,798,236,7107,7138,45.1,100.4,2686,492,6963,98363
20,20,0,67,0,0,0,0,0,67,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,67,0,25,45,20,20,0,-,20,0,20,0,0,20,22,0,0,0,0,0,0,0,-,0,0,0,42,25,17.5,59.5,47,0,20,98364
4314,2210,2104,4779,361,111,201,49,0,4418,14,118,0,52,8,87,54,33,4139,4779,14,172,0,163,57,4460,4779,4692,14,0,0,0,0,118,0,16,102,0,0,0,0,0,163,163,0,0,0,24,4373,4692,87,0,0,54,0,87,4779,154,51,4350,4331,2227,2104,94.5,4331,79,4268,235,255,330,101,512,511,2760,1369,2390,1208,1182,97.8,2390,869,152,2453,2326,65,94.8,448,161,3006,98365
27946,13455,14491,36620,3824,50,2105,947,722,32796,303,1603,799,458,113,2555,2520,35,26965,36620,1165,3011,1641,938,1678,32317,36620,33021,303,17,72,0,22,1799,17,172,759,243,135,369,104,834,468,327,67,0,74,780,28837,33021,3599,0,615,848,620,3599,36620,2129,2011,29401,28613,13880,14733,106.1,28613,2299,27433,5541,4983,4083,2348,2656,2493,7742,3277,5881,3159,2722,86.2,5881,1925,679,18073,18547,38.7,102.6,8007,2196,14947,98366
23697,11389,12308,30710,1897,88,1429,233,147,28813,104,952,244,331,0,2094,1809,285,25088,30710,734,1982,641,466,1222,28267,30710,28216,122,19,20,0,10,952,0,94,427,143,176,64,48,300,331,76,105,150,0,581,25930,28216,2494,30,496,863,247,2494,30710,1848,1670,25094,24270,11784,12486,106,24270,1281,23347,4008,4007,4209,2102,2520,2724,6519,3449,4918,2643,2275,86.1,4918,1182,287,15140,15570,41.8,102.8,6440,1423,12178,98367
14387,7678,6709,16702,562,0,395,131,36,16140,180,163,136,2,40,509,423,86,15110,16702,356,334,258,2,357,15968,16702,16165,180,0,0,118,0,163,49,52,17,40,0,5,0,146,2,0,0,2,0,243,15431,16165,537,0,158,153,94,537,16702,624,626,15028,14717,7909,6808,86.1,14717,532,14464,1373,1479,1799,587,1234,1967,7376,3804,6096,3305,2791,84.4,6096,1633,659,8890,7812,59.3,87.9,1985,385,9481,98368
25736,12680,13056,33071,3171,22,2037,984,128,29900,211,913,354,144,52,2085,1967,118,26141,33071,850,2122,873,465,1849,30490,33071,29985,272,0,0,0,0,954,28,46,547,132,131,61,9,368,144,100,8,14,22,735,27512,29985,3086,3,511,754,325,3086,33071,2327,2074,27175,26296,13103,13193,100.7,26296,1778,25320,3838,4205,4410,1398,2694,2335,7682,3987,6384,3382,3002,88.8,6384,1850,547,16492,16579,43.5,100.5,6775,1628,13793,98370
17201,8891,8310,22741,1390,25,985,214,166,21351,60,1513,619,68,111,1247,1223,24,17733,22741,698,2128,1052,198,602,19939,22741,21113,121,0,0,0,0,1535,97,76,159,35,546,539,83,621,71,42,5,14,10,326,18439,21113,1628,44,370,323,311,1628,22741,1422,1194,18423,17955,9322,8633,92.6,17955,1199,17261,3466,3284,2992,1265,1343,1490,4705,2353,3736,2167,1569,72.4,3736,941,442,11776,10965,39.4,93.1,4786,1350,9258,98371
20051,9939,10112,27127,1937,30,1417,373,117,25190,360,1625,543,60,338,1303,1292,11,20961,27127,643,2227,1348,177,1102,23778,27127,25093,360,0,0,0,0,1625,367,84,446,122,147,367,92,575,60,0,0,60,0,667,21806,25093,2034,0,263,451,663,2034,27127,1615,1676,21782,21175,10528,10647,101.1,21175,1699,20384,4699,3007,4034,1627,1752,1820,4737,2043,3673,2076,1597,76.9,3673,1288,342,13625,13502,37.4,99.1,5952,1525,10745,98372
20440,10809,9631,29283,3140,41,2589,325,185,26143,132,2108,1398,349,0,2408,2178,230,19748,29283,826,3361,2300,720,1903,24304,29283,25580,147,0,7,0,89,2173,166,211,881,146,401,315,53,1398,368,0,132,98,138,533,20961,25580,3703,23,508,711,512,3703,29283,2024,2097,22918,21863,11553,10310,89.2,21863,2037,20748,4640,4541,3822,2137,1508,1422,4169,2010,3216,1954,1262,64.6,3216,781,425,14791,14492,34.7,98,7420,1839,10905,98373
30467,15850,14617,42974,4819,34,3207,990,588,38155,316,2069,909,653,131,3725,3514,211,30352,42974,1414,3704,2506,1028,3078,36864,42974,37912,349,24,54,47,0,2149,245,262,444,186,311,443,258,919,684,88,126,270,200,1762,32049,37912,5062,11,710,1194,1020,5062,42974,3252,3404,33025,31663,16456,15207,92.4,31663,2313,30000,5339,6330,4923,2866,3182,2543,7498,3404,5866,3469,2397,69.1,5866,1776,686,21622,21352,37.3,98.8,11311,2956,15166,98374
20649,10132,10517,31973,3642,0,2773,437,432,28331,54,2228,2383,263,82,4056,3896,160,19265,31973,893,4087,4631,798,2203,25203,31973,26557,157,0,0,0,0,2270,118,131,551,152,198,942,178,2436,286,117,40,43,86,950,20458,26557,5416,237,336,1211,1649,5416,31973,2885,2626,23351,21894,10894,11000,101,21894,1499,20877,5354,5239,3582,2690,1444,1494,3429,1813,2545,1434,1111,77.5,2545,481,251,15584,16389,32.3,105.2,10079,2615,10513,98375
1657,827,830,2044,7,0,7,0,0,2037,7,96,0,0,0,161,161,0,1773,2044,83,141,47,19,1,1933,2044,1883,7,0,0,0,0,96,17,11,35,0,0,3,30,0,0,0,0,0,0,1,1779,1883,161,7,69,26,40,161,2044,111,100,1772,1706,872,834,95.6,1706,106,1651,147,170,273,83,164,111,818,486,728,379,349,92.1,728,164,78,1076,968,54.6,90,338,51,1336,98376
1857,884,973,2057,123,0,123,0,0,1934,19,0,0,0,0,58,29,29,1857,2057,48,0,0,0,29,2038,2057,1999,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1999,58,0,29,0,0,58,2057,3,25,1869,1857,884,973,110.1,1857,133,1777,304,132,337,147,187,84,726,357,667,315,352,111.7,667,167,143,1043,1014,52.6,97.2,200,38,1259,98377
4157,1902,2255,5753,196,0,130,57,9,5557,58,142,0,0,6,185,128,57,5166,5753,136,202,47,0,169,5508,5753,5444,58,0,0,0,0,159,0,44,92,23,0,0,0,13,0,0,0,0,0,15,5199,5444,309,0,78,43,34,309,5753,547,430,4469,4239,1984,2255,113.7,4239,81,4085,937,601,702,355,433,303,1253,743,1042,392,650,165.8,1042,286,13,2961,2792,39.2,94.3,1514,322,2345,98380
181,91,90,235,6,0,0,6,0,229,0,0,0,0,0,32,32,0,197,235,11,0,21,0,6,235,235,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,197,38,0,11,0,21,38,235,32,9,181,181,91,90,98.9,181,1,177,0,61,11,0,9,41,75,36,54,31,23,74.2,54,13,5,139,96,43.9,69.1,54,17,185,98381
25780,13555,12225,30366,1383,0,1121,258,4,28983,90,660,331,11,250,1491,1268,223,26150,30366,813,1135,394,89,927,28613,30366,28806,90,6,0,0,0,660,84,185,127,63,107,94,0,331,11,0,0,11,0,635,27079,28806,1560,0,697,443,45,1560,30366,1149,1033,26847,26425,13773,12652,91.9,26425,1146,25942,2557,2403,2454,1204,2071,3022,14225,7272,12437,6655,5782,86.9,12437,3872,1293,15575,14791,60.4,95,3941,890,15601,98382
17365,8561,8804,22541,1418,12,916,433,57,21123,57,2228,1199,59,21,1909,1802,107,15650,22541,512,3441,1765,227,695,18527,22541,20172,57,0,0,0,0,2228,226,129,1519,145,48,118,43,1207,69,29,26,0,14,399,16212,20172,2369,5,310,1037,389,2369,22541,1299,1360,18435,17899,8830,9069,102.7,17899,1943,17032,3633,2491,2752,1119,1149,1543,4893,2294,3805,2090,1715,82.1,3805,1106,405,11013,11528,37.1,104.7,4642,1447,9312,98383
368,182,186,462,65,0,37,28,0,397,0,7,0,0,0,8,4,4,382,462,4,7,0,0,6,455,462,452,0,0,0,0,0,7,0,0,4,0,0,0,3,0,0,0,0,0,0,0,445,452,10,0,4,0,0,10,462,24,46,404,386,191,195,102.1,386,8,367,39,26,56,3,94,55,129,74,89,39,50,128.2,89,15,0,214,248,55.5,115.9,76,22,203,98385
35969,17677,18292,52017,6520,49,4160,1253,1058,45497,244,2746,4584,2366,185,5046,4779,267,30326,52017,1429,5606,6661,3476,3713,39269,52017,45049,316,0,6,0,0,2897,0,98,1140,132,1056,462,9,4826,2384,907,187,472,818,1822,32804,45049,6968,44,653,1622,876,6968,52017,4183,3575,39171,37719,18705,19014,101.7,37719,3309,35715,9386,6788,6433,4388,3787,2266,5745,2991,4584,2816,1768,62.8,4584,1276,317,25829,26188,32.2,101.4,14298,3318,16931,98387
